7423087,"[75923212, 135603050, 112542139, 60210571, 88107405, 60210571, 5830987, 60210571, 164749275, 60210571, 164749275, 2995384, 597879, 141322001, 2995384, 597879, 78195151, 41881900]"
7494908,"[43695474, 125105334, 43695474, 41344712, 125105334, 41344712, 31792824, 61242660, 80149262, 43695474, 12256376, 43695474, 125105334, 43695474, 12256376, 43695474, 125105334, 196798672, 168240196, 20390951]"
7502063,"[458058, 7548986, 458058, 198901612, 458058, 198901612, 458058, 16010475, 458058, 18628501, 458058, 33962039, 15045751, 458058, 1398630, 458058, 45200252, 458058, 79607905, 458058, 79607905, 458058, 72760938, 458058, 1398630, 458058]"
7621427,"[156123732, 75196241, 156123732, 106861310, 44838949, 85237914, 96425417, 53662249, 75196241, 29028775, 11308389, 42590985, 99022582, 156123732, 80233816, 156123732]"
7632587,"[55886798, 145098146, 74944926, 145098146, 84631679, 23497144, 26654294, 20728544, 84631679, 145098146, 84631679]"
7754449,"[57974853, 13057937, 23096959, 57974853, 63537249, 85281744, 168372316, 139271217, 57974853, 86376370, 32175777, 57974853]"
7799832,"[151389087, 206624905, 868469, 24946822, 14724954, 16739778, 72383914, 135987232, 2617592, 36485863, 20819008, 82220907, 81240200, 19210930, 81240200, 127956269, 81240200, 127956269, 3168466]"
8144559,"[538746, 3678731, 538746, 6853358, 538746, 6853358, 538746, 478584, 538746, 45942274, 22072766, 4000038, 91412685, 122471784, 24963784, 9239078, 191298277, 9239078, 64221216, 91412685, 9107190, 2556649, 9107190, 8993539, 538746, 25400823, 538746]"
8179974,"[149515625, 122872932, 3408646, 43723161, 28789481, 87990209, 46806184, 87990209, 291137, 26500787, 71056775, 17300388, 26500787, 130363304, 26783295, 27929056, 67170800, 31050380, 67170800, 26783295, 59205801]"
8268873,"[47574295, 20580498, 68769911, 20580498, 68769911, 20580498, 68769911, 20580498, 68769911, 20580498, 68769911, 20580498, 68769911, 20580498, 68769911, 20580498, 68769911, 20580498, 174500583, 20580498, 57912964, 13496121, 20580498]"
8373004,"[100861960, 73697506, 70598356, 170547737, 70598356, 16665655, 8768406, 4128353, 6498492, 110028636, 11081405, 211956616, 142305884, 130123685, 218389120, 401025, 218389120, 119917791, 178781006, 119917791, 991475, 119917791, 220502550, 47984369, 77455983, 93785831]"
8480893,"[143867478, 57939112, 143867478, 63995402, 143867478, 20580498, 143867478, 63995402, 143867478, 63995402, 143867478]"
8519279,"[16058979, 57949796, 16058979, 994551, 16058979, 41493842, 75104123, 94367677, 92342567, 78566876, 75104123, 16058979, 221321178, 16058979, 49970642, 38574599, 62515758, 16058979]"
8642828,"[162051001, 48320295, 154525360, 220455453, 220455219, 211958459, 48320163, 126571518, 69904356, 50423034, 68211402, 48436684, 50423034]"
8754722,"[33037215, 214442028, 33037215, 26827696, 23950499, 291137, 53457000, 151920470, 291137, 11075527, 151920470, 291137, 39465784, 221485758, 7240954, 4637221, 7240954, 221485758, 7240954, 4637221, 11075527, 151920470, 38125973, 5739134, 27574418, 38125973, 27574418, 221485758, 151920470, 33037215]"
8937919,"[11665526, 53425214, 11665526, 33653601, 1431547, 21987374, 55857140, 130727736, 204657877, 191151963, 46144803]"
9382075,"[69953445, 151834062, 69953445, 7808903, 14159669, 126739710, 3623050, 14159669, 3623050, 14159669, 69953445]"
9487556,"[75785147, 221121008, 1762724, 1039520, 211124697, 5984930, 3195124, 211124697, 45717250, 211124697, 672136, 4696595, 1762724, 221121008, 361310]"
9756952,"[178459453, 65711522, 65600975, 169829890, 178459453, 169829890, 178459453, 169829890, 178459453, 169829890, 178459453, 45717250, 178459453, 88868842, 65711522, 178459453]"
10398166,"[139425896, 140430231, 139425896, 177792340, 139425896, 139425452, 139425896, 177792340, 19977126, 2884111, 139425896, 177792340, 139425896, 139425452]"
10456374,"[221496873, 154307613, 22938893, 23096959, 154307613, 43069468, 22938893, 569041, 154307613, 221496873, 2871998, 221496873]"
10526800,"[17165658, 158975124, 33294317, 41348334, 62117812, 34039690, 49876476, 21193524, 15861701, 97573661, 91674936, 113151343, 134233745, 193047220, 146576437, 171872748, 183985068, 161138654, 188185786]"
10586088,"[154747577, 181329476, 5303123, 181329476, 192448262, 169527185, 116640749, 194615351, 120996722, 1861458, 181329476, 33462633, 79635757, 59121694, 43056951, 154747577]"
10821374,"[39332505, 26396162, 23223910, 3646844, 4716147, 87455763, 21246649, 25601444, 89210752, 127861007, 18793303, 12282937, 89210752]"
10848059,"[7053637, 101664683, 4521626, 221322782, 194855335, 194852636, 217015787, 194856887, 194858806, 194853009, 196719558, 197413493, 199030294, 216750590, 218139953, 217011291, 199030392, 221322782, 8474181, 90796663]"
10872022,"[128396076, 209996013, 177590445, 119941507, 175077418, 5775917, 131770422, 156968527, 18231908, 156968527, 131770422, 148209320, 156968527, 151103020, 156968527, 10270250, 45942274, 60537144, 45942274]"
11084132,"[90796663, 173544440, 16485700, 3595568, 110077504, 29108965, 69412855, 88465092, 88868842, 23192540, 191286408, 88868842, 65711522, 45717250]"
11349298,"[4332797, 4356410, 4332797, 18722683, 17732243, 61229773, 30085086, 9545006, 30085086, 4356410, 21234201, 23044617, 157846876, 71500971, 63497163, 54800263, 7741856, 9393759, 1597789, 16986405, 1052675, 14096024, 3224614, 19696006, 2924595, 11007313, 16986405, 7957889, 54445812, 26795773, 54445812, 1815807, 26795773, 24277591, 3100209, 7957889, 54445812, 21522679, 9023386, 3100209, 87442652, 12351704, 1815807, 41297778, 16986405]"
11631654,"[80559208, 126337490, 218877889, 200575265, 220653423, 52113498, 1662330, 3806564, 1662330, 3823569, 162668994, 205759150, 11860214, 22394357, 11860214, 52113498, 1446467]"
11632644,"[134560429, 210819589, 200110790, 210819589, 3666509, 200110790, 41178390, 74593824, 148298122, 210819589, 41178390, 41178332, 210819589]"
12107243,"[691146, 32429387, 31973002, 56067359, 3228505, 32429387, 3228505, 28344623, 64531413, 27543298, 48626335, 53026442, 59096058, 221482329, 98913789]"
12131183,"[88464704, 34526884, 88717215, 107670435, 88717215, 107670435, 88717215, 94740812, 127401585, 94740812, 88717215, 107670435, 88717215, 107670435, 24700171, 4192593, 88717215, 107670435, 88717215]"
12732886,"[190350908, 34820885, 100060912, 34820885, 190350908, 100060912, 39840932, 162591199, 39840932, 190350908, 100060912, 34820885, 162591199, 39840932, 190350908, 100060912, 34820885, 162591199, 39840932, 190350908, 100060912, 34820885]"
13195717,"[33015583, 127846381, 146165888, 18666758, 75388965, 18666758, 146165888, 127846381, 81915026, 127846381, 18666758, 127846381, 75388965, 18666758, 75388965]"
13371422,"[1217614, 205531824, 1217614, 136380387, 1217614, 205531824, 3287353, 1217614, 205531824, 3287353, 145344942, 3287353, 41623007, 1217614, 205531824, 1217614]"
13394575,"[9384267, 49976795, 144625638, 9384267, 144625638, 44402056, 220750904, 66630875, 133889762, 144625638, 9384267, 36581913]"
13544922,"[154626012, 1605598, 154626012, 28742062, 154626012, 28742062, 154626012, 18316220, 154626012, 93266750, 38441254, 65600975, 65711522, 162940724, 144164775, 60209509]"
13606640,"[221398223, 221399122, 291137, 68735317, 76396266, 62721553, 120190099, 215447041, 120190099, 5021945, 898591, 16172074, 26264726, 16172074, 221442883, 174489110, 55739379, 49669288, 221443220, 51464461, 154241367, 111625029, 162676775, 61833496, 221443940, 61833496, 221443940, 51464461, 221468072, 55739379, 221468363, 52489084, 94981029, 166944838, 90606540, 169420868, 118191106, 221470500, 118191106, 111599176, 221470907, 221470945, 122847575, 118194809, 28443947, 100114806, 137390834, 221471834, 137390834, 221472169, 162676712, 71310429, 108249251, 15107590, 190693119, 44630928, 33704536, 131324877, 33704536, 188724721, 215802214, 198602264]"
14270174,"[217475193, 204380779, 217475193, 145670234, 180326148, 217475193, 180326148, 1198539, 103683379, 111007526, 217475193, 75537029, 217475193, 219665295, 180518813, 180326148, 145670234, 206660580, 198359573]"
14309504,"[156805394, 202602845, 64991887, 114868702, 64991887, 202602845, 64991887, 202602845, 196225255, 203419593, 206034487, 63197378]"
14505909,"[175250045, 73533354, 33427667, 14735429, 73533354, 33427667, 129360044, 175250045, 143874925, 115324927, 100013147, 175250045, 129360044, 109872620, 46714939, 139199759, 1181927, 158225088, 122925447, 165770137, 194761309, 158303450]"
14872754,"[363, 261943, 308770, 810796, 38867, 8514, 3195124, 8514, 308770, 2991414, 2069528, 16994115, 308770, 16994115]"
14985008,"[65600975, 41124359, 2325298, 41124359, 3958924, 28062377, 569041, 41124359, 2325298, 2325298, 41124359, 175407341]"
15037839,"[219262777, 80641217, 41215439, 80641217, 41215439, 80641217, 173737635, 104082729, 41469850, 15062869, 41215439, 67618772, 80641217, 91866654, 1281080, 929845, 72474275, 1281080, 219709115, 1281080, 80641217, 219262777, 30655979, 80641217, 67618772, 15062869, 30655979, 80641217, 24729041, 24727444, 80641217, 120360765, 138513952]"
15162985,"[115981200, 11267509, 10788737, 16005410, 65409253, 136912188, 30794722, 68261867, 30794722, 160946778, 75643096, 132950974, 84622192, 75643096, 49113822, 132950974, 23581012, 115907415]"
15250129,"[3366319, 10504702, 49816276, 23096959, 102969245, 10504702, 102969245, 20580498, 102969245, 70202506, 102969245, 164317692, 221568013, 7691631, 23096959]"
15650747,"[151994099, 100060912, 29071676, 26730195, 31038096, 142598531, 40305045, 159649570, 156376275, 38842586, 156376275]"
15654932,"[44264925, 23096959, 27146054, 220139187, 23096959, 134012064, 162989091, 179910397, 220139187, 179910397, 23096959, 179910397, 134012064, 191312397, 162989091, 179910397, 24560307, 179910397, 107286889, 134012064]"
15773463,"[5724223, 102359828, 143407815, 24868986, 202575014, 156157055, 13491895, 88011908, 175393768, 13491895, 53364007]"
16200361,"[11826773, 11831032, 11826773, 131498681, 2540368, 2587163, 2540368, 2700202, 2587163, 65813632, 90712111, 78320904, 90712111, 2587163, 11826773, 2587163, 2540368, 61421257, 66186905, 61421257, 790359, 11826773, 2540368, 61421257, 2587163, 65813632, 61421257, 113594324, 61421257]"
16772656,"[52674160, 221417800, 52674160, 63073734, 221417800, 52674160, 221417800, 52674160, 221417800, 52674160, 221417800, 52674160, 221417800, 52674160, 221417800, 52674160, 221417800, 52674160, 221417800, 36065805, 115496587, 90786593, 38071534, 20929025]"
16965956,"[55626935, 100060912, 33742985, 136674837, 104405920, 136674837, 107189730, 190179901, 16408992, 66967003, 16408992, 190179901, 107189730]"
17108991,"[79510167, 7006572, 52744627, 555374, 52744627, 51071818, 52744627, 79510167, 51071818, 54267485, 51071818, 108187130, 33653601, 93211371, 108187130, 10247874, 93204296]"
17216317,"[11061773, 159007016, 200788058, 159007016, 203388597, 11061773, 169073705, 11061773, 22020904, 11061773, 211865048, 615969, 7548986, 11061773, 15846674]"
17334916,"[724712, 219345042, 54331226, 172375294, 59059036, 138032410, 955726, 138032410, 955726, 54168759, 724712]"
17882708,"[1380117, 201954234, 1380117, 50613991, 145809005, 50613991, 145411897, 50613991, 145411897, 200881023, 201064777]"
